recorded_income,credit_score,existing_loans,age,loan_amount,gender,default
69.3,625.0,4,45.0,336.0,1,1
41.0,656.0,3,36.0,86.0,0,0
54.1,593.0,1,27.0,328.0,1,1
24.7,656.0,2,53.0,370.0,1,1
33.4,707.0,0,36.0,404.0,0,0
34.6,732.0,2,33.0,281.0,1,0
24.1,671.0,0,41.0,81.0,1,0
32.4,524.0,0,31.0,426.0,1,0
41.7,611.0,1,45.0,212.0,1,0
31.8,536.0,1,35.0,327.0,1,0
31.7,559.0,0,27.0,275.0,1,1
36.3,557.0,0,24.0,435.0,0,0
29.5,595.0,0,34.0,237.0,0,1
43.5,620.0,0,34.0,401.0,1,0
41.7,788.0,0,46.0,245.0,1,0
20.9,622.0,0,40.0,326.0,0,0
13.6,760.0,2,46.0,258.0,0,1
31.3,599.0,1,35.0,252.0,0,0
22.7,669.0,1,51.0,257.0,0,0
9.8,568.0,0,40.0,364.0,1,1
34.1,603.0,0,42.0,428.0,1,0
16.5,536.0,2,30.0,344.0,0,0
35.3,662.0,1,43.0,226.0,0,0
33.5,530.0,1,22.0,386.0,0,0
33.2,573.0,1,35.0,583.0,0,0
30.0,620.0,1,29.0,395.0,1,0
35.7,639.0,0,54.0,287.0,0,0
31.4,647.0,0,35.0,288.0,0,1
23.7,557.0,0,40.0,419.0,0,1
33.2,478.0,0,46.0,401.0,1,1
53.4,397.0,1,32.0,275.0,1,0
32.9,520.0,0,21.0,307.0,1,1
31.2,541.0,0,48.0,321.0,0,0
55.5,538.0,2,21.0,417.0,1,1
68.6,524.0,0,50.0,270.0,1,0
45.5,641.0,1,43.0,239.0,0,0
53.5,575.0,0,33.0,325.0,1,0
12.2,588.0,1,33.0,253.0,0,0
29.7,529.0,0,29.0,381.0,1,1
31.8,747.0,1,38.0,522.0,1,0
45.4,575.0,0,32.0,365.0,0,1
20.7,388.0,2,44.0,560.0,0,1
45.8,530.0,0,41.0,252.0,1,0
41.5,480.0,1,30.0,174.0,1,0
18.2,474.0,2,31.0,235.0,0,1
45.7,642.0,4,29.0,285.0,1,0
32.2,814.0,1,43.0,196.0,0,0
14.8,491.0,2,65.0,211.0,0,1
40.8,562.0,1,39.0,506.0,0,0
8.7,529.0,2,43.0,258.0,1,1
31.1,405.0,2,35.0,460.0,1,1
54.6,703.0,1,22.0,224.0,1,0
22.1,514.0,3,26.0,429.0,1,1
45.3,669.0,1,28.0,319.0,1,0
14.4,719.0,1,47.0,402.0,0,0
38.6,589.0,0,46.0,335.0,1,0
3.7,505.0,0,43.0,466.0,0,1
19.2,352.0,1,29.0,430.0,0,1
16.9,659.0,2,31.0,70.0,1,1
23.8,793.0,0,47.0,223.0,0,0
33.8,559.0,1,49.0,222.0,1,0
20.9,642.0,0,41.0,370.0,0,0
36.4,565.0,1,45.0,284.0,0,0
18.7,545.0,0,54.0,340.0,0,0
49.5,738.0,1,47.0,172.0,1,0
64.4,615.0,1,55.0,439.0,1,0
42.1,601.0,2,36.0,275.0,1,1
27.1,612.0,1,33.0,420.0,1,1
14.9,611.0,2,49.0,357.0,0,0
29.4,455.0,0,38.0,205.0,1,0
50.6,585.0,2,35.0,192.0,1,1
29.6,755.0,0,61.0,114.0,0,0
37.8,672.0,2,39.0,157.0,0,0
51.6,549.0,0,27.0,306.0,1,1
29.5,617.0,0,34.0,271.0,0,1
47.1,713.0,1,28.0,339.0,1,0
47.5,630.0,2,26.0,370.0,0,0
61.2,825.0,0,35.0,299.0,1,0
24.8,630.0,2,36.0,528.0,0,1
54.8,622.0,0,44.0,481.0,1,0
34.2,503.0,1,53.0,428.0,0,0
57.0,450.0,0,32.0,20.0,1,0
50.1,693.0,2,21.0,121.0,1,0
25.4,564.0,3,42.0,630.0,1,1
15.7,531.0,1,21.0,489.0,1,1
48.6,651.0,0,36.0,314.0,1,1
68.5,545.0,0,31.0,333.0,1,1
19.9,664.0,1,36.0,224.0,0,0
37.2,622.0,1,34.0,99.0,1,1
17.1,544.0,1,38.0,219.0,0,1
57.7,623.0,0,43.0,427.0,1,0
3.8,467.0,3,26.0,100.0,0,1
6.0,640.0,0,21.0,423.0,1,0
31.9,554.0,1,41.0,399.0,0,0
38.8,597.0,0,43.0,261.0,1,0
23.0,711.0,0,35.0,233.0,0,0
35.5,603.0,2,30.0,198.0,1,1
33.6,541.0,0,34.0,153.0,0,0
23.7,689.0,2,48.0,218.0,0,0
16.5,596.0,1,58.0,412.0,0,1
26.1,708.0,1,39.0,290.0,1,0
37.3,533.0,3,41.0,227.0,0,1
32.1,573.0,0,49.0,232.0,1,0
19.2,512.0,1,33.0,439.0,1,1
41.5,481.0,0,30.0,97.0,1,1
47.6,615.0,1,51.0,400.0,1,0
42.0,544.0,0,39.0,481.0,0,0
43.3,533.0,1,23.0,529.0,1,1
21.1,612.0,0,37.0,470.0,0,1
47.1,505.0,1,25.0,380.0,1,0
35.6,593.0,1,36.0,274.0,0,0
39.4,553.0,3,40.0,276.0,1,1
39.3,765.0,0,40.0,404.0,1,0
30.7,525.0,1,40.0,274.0,0,0
39.0,478.0,0,33.0,213.0,1,1
43.8,550.0,0,40.0,405.0,1,0
24.7,614.0,3,36.0,430.0,1,1
22.7,521.0,3,31.0,177.0,1,1
27.5,550.0,0,26.0,240.0,1,0
49.6,485.0,3,35.0,307.0,1,1
43.9,524.0,1,22.0,322.0,1,0
55.6,631.0,1,49.0,398.0,1,1
26.0,680.0,1,26.0,398.0,0,1
22.8,636.0,1,49.0,197.0,1,0
40.0,687.0,2,28.0,278.0,0,0
39.7,593.0,1,38.0,418.0,1,1
41.5,658.0,1,35.0,86.0,0,0
34.3,636.0,1,43.0,249.0,0,0
51.0,598.0,2,36.0,448.0,0,0
36.7,381.0,0,40.0,422.0,1,1
53.5,585.0,4,31.0,323.0,1,0
37.4,683.0,2,38.0,185.0,0,0
31.7,528.0,0,33.0,307.0,1,1
37.4,764.0,2,30.0,372.0,1,0
12.7,674.0,1,36.0,167.0,0,1
16.8,737.0,1,24.0,175.0,1,0
29.3,759.0,1,35.0,96.0,0,0
36.3,411.0,1,41.0,328.0,0,0
49.6,686.0,1,27.0,463.0,1,1
31.6,622.0,1,58.0,316.0,0,0
52.9,706.0,2,47.0,485.0,1,1
31.2,688.0,1,51.0,306.0,1,1
35.9,548.0,1,36.0,340.0,1,1
51.1,511.0,1,37.0,259.0,1,0
32.5,511.0,0,32.0,307.0,0,1
36.8,615.0,1,27.0,330.0,1,1
59.8,516.0,1,46.0,321.0,1,0
20.6,514.0,0,26.0,304.0,1,0
22.6,545.0,3,29.0,384.0,0,1
25.0,629.0,0,26.0,481.0,0,0
52.2,528.0,0,21.0,246.0,1,1
40.0,694.0,1,33.0,248.0,1,0
21.1,530.0,1,29.0,456.0,1,0
47.7,723.0,0,50.0,406.0,1,0
56.3,508.0,1,48.0,381.0,1,1
35.8,582.0,1,43.0,388.0,0,0
49.3,609.0,0,42.0,93.0,1,0
8.3,513.0,0,45.0,475.0,0,1
18.6,534.0,2,34.0,405.0,0,1
47.2,622.0,0,33.0,223.0,1,0
27.4,558.0,0,37.0,179.0,0,1
47.8,549.0,0,58.0,245.0,1,0
14.7,562.0,0,27.0,210.0,0,0
27.4,616.0,2,42.0,245.0,0,1
19.2,524.0,1,41.0,301.0,1,1
7.5,750.0,1,26.0,336.0,0,0
44.4,430.0,0,41.0,229.0,1,0
52.6,604.0,0,27.0,422.0,1,0
43.7,587.0,0,46.0,277.0,1,0
39.5,568.0,2,34.0,57.0,1,0
16.6,474.0,1,50.0,419.0,1,1
55.1,656.0,1,36.0,102.0,1,0
27.5,450.0,3,34.0,265.0,0,1
48.6,647.0,1,31.0,243.0,0,0
54.1,591.0,1,41.0,406.0,1,0
6.9,551.0,1,42.0,545.0,0,1
35.9,485.0,1,33.0,276.0,0,1
19.1,535.0,0,33.0,254.0,1,0
20.0,388.0,0,50.0,321.0,0,1
36.2,656.0,1,25.0,115.0,1,0
38.6,612.0,1,46.0,392.0,1,1
32.2,646.0,4,37.0,328.0,0,1
24.7,492.0,0,42.0,316.0,1,0
22.7,546.0,1,49.0,52.0,1,1
49.0,654.0,2,36.0,247.0,1,1
39.8,621.0,1,32.0,265.0,1,0
29.8,699.0,0,32.0,389.0,0,0
7.1,638.0,1,48.0,364.0,1,1
26.1,630.0,1,46.0,310.0,0,0
26.6,613.0,3,49.0,404.0,1,1
18.3,727.0,0,48.0,314.0,0,0
37.7,557.0,1,42.0,352.0,0,0
23.6,542.0,1,35.0,347.0,1,1
16.5,601.0,0,58.0,355.0,0,1
35.0,597.0,1,36.0,376.0,1,1
46.8,578.0,0,63.0,224.0,1,1
18.7,679.0,1,37.0,263.0,0,1
41.0,635.0,0,47.0,356.0,0,0
43.2,555.0,2,36.0,285.0,0,0
18.7,794.0,0,26.0,442.0,0,0
36.3,549.0,4,46.0,291.0,1,1
19.8,653.0,1,36.0,358.0,0,1
14.7,523.0,0,43.0,304.0,1,1
31.2,551.0,0,32.0,252.0,0,0
35.7,568.0,4,43.0,268.0,0,0
70.2,767.0,3,31.0,341.0,1,0
18.6,610.0,3,44.0,368.0,0,1
60.0,617.0,0,54.0,182.0,1,0
42.1,471.0,0,46.0,364.0,0,0
30.1,621.0,4,31.0,397.0,0,1
49.0,507.0,0,34.0,209.0,1,1
53.1,539.0,0,51.0,342.0,1,0
69.6,640.0,3,33.0,437.0,1,1
47.2,558.0,0,38.0,391.0,1,1
39.1,736.0,1,35.0,358.0,1,0
27.0,716.0,1,32.0,366.0,1,1
44.6,617.0,0,49.0,267.0,1,0
38.8,607.0,0,40.0,235.0,0,0
43.7,584.0,0,38.0,171.0,1,0
19.8,629.0,2,41.0,594.0,0,1
28.9,642.0,3,47.0,241.0,0,1
38.1,577.0,0,32.0,190.0,1,1
30.8,495.0,1,21.0,427.0,0,1
10.6,623.0,0,31.0,378.0,0,1
48.3,616.0,0,32.0,167.0,1,1
34.3,539.0,1,41.0,345.0,0,0
46.7,595.0,0,52.0,442.0,1,0
28.0,526.0,2,21.0,425.0,0,0
9.0,654.0,0,36.0,278.0,0,0
39.7,614.0,0,35.0,337.0,1,0
39.1,617.0,1,64.0,486.0,0,1
19.0,665.0,1,21.0,261.0,0,0
10.2,797.0,0,32.0,341.0,1,1
16.9,604.0,0,37.0,208.0,1,1
31.3,653.0,0,31.0,347.0,0,0
31.9,698.0,2,38.0,229.0,0,0
53.3,592.0,0,49.0,675.0,1,0
27.4,681.0,0,23.0,292.0,0,0
17.5,713.0,1,33.0,335.0,1,0
27.7,601.0,0,36.0,406.0,1,0
36.6,850.0,0,26.0,133.0,0,0
42.1,443.0,1,39.0,51.0,1,1
49.7,530.0,2,36.0,542.0,1,1
32.6,495.0,1,43.0,362.0,0,1
36.9,703.0,1,56.0,326.0,1,1
26.2,625.0,0,24.0,245.0,0,0
47.5,533.0,1,38.0,212.0,0,0
32.4,672.0,0,37.0,291.0,0,1
38.1,574.0,1,37.0,333.0,1,1
32.8,837.0,0,40.0,293.0,0,0
30.3,555.0,1,28.0,393.0,0,0
5.3,698.0,2,41.0,281.0,0,1
34.8,509.0,0,36.0,233.0,0,0
67.3,649.0,1,48.0,343.0,1,0
28.3,560.0,1,26.0,343.0,1,1
43.3,483.0,3,39.0,511.0,0,1
36.1,415.0,1,39.0,347.0,1,1
44.4,574.0,0,49.0,334.0,1,0
56.1,688.0,0,33.0,119.0,1,0
20.4,604.0,2,54.0,316.0,0,1
58.6,473.0,1,29.0,163.0,1,0
21.8,727.0,0,39.0,92.0,1,0
26.9,638.0,1,21.0,168.0,1,1
31.1,670.0,0,48.0,193.0,1,0
49.9,640.0,1,40.0,421.0,1,1
24.4,828.0,1,46.0,353.0,0,0
17.2,616.0,1,31.0,277.0,1,1
36.8,528.0,1,33.0,361.0,1,0
19.8,697.0,0,49.0,446.0,0,0
35.7,404.0,1,46.0,232.0,0,0
24.4,626.0,0,48.0,427.0,0,0
28.7,566.0,0,26.0,293.0,0,0
33.9,715.0,0,38.0,344.0,1,0
46.5,604.0,2,41.0,293.0,1,1
37.2,532.0,0,31.0,519.0,1,1
44.9,613.0,2,28.0,336.0,1,1
5.0,482.0,1,49.0,423.0,1,1
29.0,766.0,2,32.0,59.0,0,0
46.2,579.0,0,43.0,306.0,1,0
25.9,662.0,1,42.0,347.0,0,1
35.0,543.0,1,36.0,327.0,0,0
35.8,640.0,2,45.0,438.0,0,1
59.6,592.0,1,28.0,398.0,1,1
41.6,773.0,1,37.0,311.0,1,0
7.9,468.0,2,44.0,134.0,0,1
4.0,563.0,2,42.0,125.0,0,1
11.2,554.0,0,21.0,154.0,0,0
27.6,489.0,1,29.0,189.0,0,1
26.3,588.0,0,34.0,319.0,0,0
30.9,677.0,1,38.0,177.0,0,0
30.6,535.0,0,21.0,732.0,1,1
20.3,599.0,1,47.0,372.0,0,1
33.8,641.0,1,33.0,368.0,0,0
34.9,649.0,1,29.0,379.0,0,0
25.3,553.0,0,30.0,188.0,0,0
27.6,383.0,0,42.0,320.0,0,1
46.1,560.0,0,38.0,469.0,1,0
33.3,786.0,0,32.0,53.0,0,0
22.8,515.0,0,22.0,410.0,1,1
20.4,505.0,2,32.0,301.0,0,0
15.1,618.0,2,30.0,296.0,0,1
32.4,601.0,3,42.0,317.0,1,1
36.5,538.0,1,21.0,272.0,0,0
48.2,599.0,0,43.0,416.0,1,0
23.5,585.0,0,46.0,423.0,1,1
47.7,634.0,2,25.0,176.0,1,0
41.3,640.0,0,21.0,518.0,1,0
32.6,503.0,0,43.0,268.0,1,0
18.9,663.0,1,60.0,360.0,1,1
26.2,580.0,1,37.0,195.0,0,0
50.2,543.0,1,37.0,208.0,1,1
5.3,694.0,2,45.0,416.0,0,1
23.8,598.0,3,25.0,327.0,0,0
73.8,568.0,1,31.0,334.0,1,0
50.1,576.0,1,39.0,188.0,1,1
43.9,648.0,0,21.0,355.0,1,0
20.3,616.0,2,38.0,365.0,0,1
29.8,661.0,1,60.0,301.0,1,0
38.8,436.0,0,35.0,396.0,1,1
44.8,702.0,0,34.0,255.0,0,0
47.0,592.0,1,44.0,461.0,1,1
18.8,650.0,1,41.0,92.0,0,1
57.7,726.0,0,35.0,289.0,1,0
24.9,723.0,1,45.0,282.0,0,1
65.5,476.0,2,22.0,373.0,1,0
22.1,691.0,0,54.0,257.0,0,0
25.0,624.0,2,25.0,439.0,1,1
42.6,693.0,2,35.0,338.0,1,0
38.3,458.0,1,21.0,408.0,0,0
55.6,511.0,2,41.0,433.0,1,1
42.4,623.0,2,40.0,340.0,1,1
17.6,519.0,1,21.0,213.0,0,1
22.7,565.0,3,48.0,304.0,0,1
9.7,727.0,2,48.0,218.0,1,1
18.4,801.0,0,25.0,168.0,0,0
37.3,583.0,0,46.0,396.0,1,0
45.8,686.0,1,55.0,274.0,1,0
24.4,615.0,0,43.0,219.0,0,0
27.4,685.0,0,47.0,218.0,0,0
34.1,648.0,1,38.0,183.0,1,1
35.9,489.0,1,39.0,379.0,0,1
26.5,716.0,1,39.0,276.0,1,0
36.8,523.0,2,30.0,231.0,0,0
69.4,483.0,1,39.0,332.0,1,0
47.1,708.0,1,32.0,339.0,1,0
32.1,570.0,0,31.0,296.0,1,1
32.0,676.0,1,32.0,521.0,1,0
58.1,649.0,2,39.0,202.0,1,0
23.1,513.0,0,35.0,367.0,1,1
25.7,456.0,0,30.0,344.0,1,1
15.8,758.0,2,45.0,193.0,0,0
14.6,662.0,1,38.0,287.0,0,1
17.0,732.0,0,30.0,418.0,0,0
51.8,584.0,0,40.0,73.0,1,0
39.6,712.0,0,54.0,400.0,0,0
20.7,754.0,1,54.0,443.0,0,0
30.2,578.0,0,35.0,85.0,0,0
36.0,576.0,1,42.0,398.0,0,0
41.5,608.0,2,21.0,440.0,1,1
25.7,597.0,1,41.0,223.0,1,1
12.6,361.0,0,44.0,472.0,0,1
55.2,514.0,2,30.0,528.0,1,0
47.4,625.0,2,46.0,474.0,1,0
48.7,626.0,1,43.0,364.0,1,0
23.4,623.0,0,39.0,288.0,1,1
43.5,573.0,3,22.0,328.0,1,1
34.6,417.0,3,49.0,294.0,0,1
44.7,611.0,0,36.0,333.0,1,0
20.2,619.0,0,22.0,258.0,0,1
55.2,518.0,1,49.0,384.0,1,0
12.0,632.0,2,39.0,399.0,0,1
37.8,623.0,1,45.0,365.0,0,0
56.2,551.0,0,36.0,271.0,1,0
44.5,589.0,1,40.0,273.0,0,0
34.9,675.0,0,51.0,380.0,1,0
17.5,626.0,2,30.0,190.0,0,0
36.3,516.0,0,42.0,292.0,0,0
29.5,741.0,0,39.0,340.0,1,0
28.5,705.0,1,37.0,298.0,0,0
35.2,526.0,1,41.0,188.0,1,1
18.5,535.0,1,36.0,283.0,0,1
44.8,543.0,0,49.0,279.0,1,0
13.4,653.0,0,28.0,121.0,0,1
34.2,661.0,1,25.0,198.0,0,0
25.5,653.0,3,36.0,228.0,1,1
14.0,664.0,0,49.0,162.0,1,0
27.5,484.0,1,33.0,174.0,0,1
46.5,550.0,1,38.0,409.0,1,1
34.1,428.0,2,28.0,198.0,0,0
36.6,675.0,1,28.0,195.0,0,0
3.5,691.0,3,44.0,202.0,0,1
24.9,699.0,1,40.0,564.0,1,1
41.6,564.0,0,47.0,371.0,1,0
62.8,630.0,1,46.0,393.0,1,0
36.2,635.0,2,23.0,193.0,0,0
48.0,737.0,0,33.0,134.0,0,0
22.5,428.0,0,29.0,160.0,0,0
44.1,667.0,0,28.0,455.0,1,0
16.5,570.0,2,33.0,345.0,0,1
33.9,568.0,1,53.0,315.0,1,1
29.0,657.0,1,47.0,505.0,1,1
30.5,639.0,0,39.0,285.0,1,1
34.1,524.0,1,37.0,545.0,1,1
40.0,647.0,0,43.0,329.0,1,0
28.2,636.0,1,38.0,371.0,0,0
33.7,749.0,0,29.0,379.0,0,0
29.5,622.0,1,21.0,450.0,0,1
24.4,671.0,1,21.0,405.0,0,1
32.2,467.0,2,39.0,309.0,1,1
35.4,559.0,1,36.0,495.0,1,1
33.3,512.0,2,31.0,325.0,1,1
33.2,595.0,1,52.0,199.0,0,1
37.1,754.0,2,38.0,343.0,0,0
59.1,445.0,0,32.0,212.0,1,0
19.6,572.0,2,39.0,526.0,0,1
32.9,596.0,0,56.0,153.0,0,0
13.4,554.0,2,49.0,387.0,0,1
45.6,725.0,0,38.0,474.0,1,0
39.4,701.0,2,42.0,111.0,0,0
37.8,691.0,1,49.0,407.0,1,0
39.3,573.0,1,30.0,279.0,0,0
22.9,591.0,0,40.0,370.0,1,1
18.7,647.0,0,46.0,167.0,0,0
26.6,613.0,2,41.0,428.0,0,0
55.3,526.0,0,46.0,510.0,1,1
33.7,667.0,2,34.0,292.0,1,0
33.2,410.0,2,34.0,266.0,1,1
17.6,697.0,1,45.0,315.0,0,0
43.0,756.0,2,44.0,513.0,1,0
41.1,632.0,1,50.0,131.0,0,0
50.5,679.0,0,23.0,463.0,1,0
35.3,597.0,1,30.0,86.0,0,0
25.8,507.0,2,42.0,231.0,0,0
22.1,721.0,1,24.0,521.0,0,0
50.2,521.0,1,41.0,484.0,1,1
27.7,799.0,2,23.0,576.0,0,0
37.4,568.0,2,60.0,374.0,1,1
37.4,606.0,0,44.0,370.0,0,0
25.9,601.0,0,29.0,300.0,0,0
19.2,637.0,2,40.0,128.0,0,0
37.5,548.0,3,33.0,260.0,0,0
41.2,570.0,0,28.0,387.0,1,1
17.1,709.0,1,42.0,293.0,0,1
16.3,471.0,1,27.0,320.0,0,1
41.4,539.0,0,22.0,211.0,1,1
52.5,520.0,3,41.0,185.0,0,0
34.1,590.0,1,40.0,469.0,1,0
35.0,606.0,0,35.0,549.0,1,0
44.0,581.0,2,24.0,209.0,0,0
27.4,626.0,1,32.0,307.0,0,1
18.3,686.0,0,46.0,181.0,1,0
16.4,672.0,0,57.0,437.0,1,0
58.4,585.0,0,48.0,549.0,1,0
50.0,621.0,1,35.0,350.0,1,0
52.4,522.0,1,28.0,241.0,1,0
39.1,719.0,1,49.0,405.0,1,0
29.1,616.0,0,41.0,561.0,1,1
36.7,380.0,1,26.0,259.0,1,1
29.4,569.0,3,46.0,438.0,0,1
27.4,518.0,2,37.0,347.0,1,1
33.9,689.0,0,27.0,269.0,0,0
14.8,547.0,2,40.0,284.0,0,1
35.0,539.0,1,28.0,343.0,1,0
36.9,555.0,1,54.0,277.0,1,0
20.7,442.0,1,55.0,167.0,0,1
4.8,468.0,2,55.0,305.0,0,1
46.7,648.0,2,42.0,102.0,1,0
28.7,528.0,2,33.0,168.0,1,0
59.9,705.0,0,46.0,245.0,1,0
34.9,506.0,1,23.0,412.0,1,0
22.3,606.0,2,46.0,187.0,0,0
29.0,570.0,1,37.0,570.0,0,0
39.1,497.0,1,40.0,73.0,0,0
22.1,613.0,0,51.0,169.0,0,0
38.7,542.0,0,25.0,116.0,0,0
43.1,601.0,1,43.0,417.0,0,0
38.4,639.0,0,26.0,20.0,0,0
64.4,520.0,0,21.0,372.0,1,0
59.4,822.0,0,37.0,249.0,1,0
62.7,547.0,1,37.0,533.0,1,0
64.1,671.0,0,43.0,342.0,1,0
30.2,593.0,0,38.0,277.0,0,1
23.5,608.0,0,45.0,402.0,0,1
6.1,616.0,3,60.0,193.0,1,1
14.1,536.0,0,40.0,292.0,0,1
23.3,596.0,0,50.0,192.0,0,0
24.0,602.0,1,39.0,99.0,0,0
26.4,615.0,0,34.0,538.0,0,1
25.0,566.0,1,28.0,350.0,1,1
16.1,597.0,0,42.0,387.0,1,1
38.0,485.0,1,40.0,340.0,1,0
37.2,574.0,0,26.0,354.0,1,0
19.5,546.0,1,39.0,347.0,0,1
28.9,604.0,0,47.0,253.0,1,0
18.1,634.0,0,24.0,222.0,0,0
34.1,601.0,3,52.0,279.0,1,0
19.0,759.0,1,27.0,241.0,0,0
58.9,478.0,0,39.0,186.0,1,0
30.5,707.0,2,28.0,364.0,0,1
17.8,644.0,2,39.0,161.0,0,0
25.1,600.0,0,23.0,206.0,0,0
15.6,430.0,0,36.0,195.0,0,1
38.6,641.0,2,37.0,210.0,0,0
42.5,566.0,2,47.0,330.0,0,0
41.1,621.0,1,33.0,205.0,0,0
16.0,473.0,1,36.0,408.0,0,1
27.0,547.0,0,45.0,221.0,0,0
34.0,590.0,2,21.0,325.0,1,1
48.4,724.0,0,46.0,313.0,1,0
24.9,562.0,0,38.0,259.0,1,0
29.9,428.0,1,47.0,340.0,1,1
33.8,625.0,1,36.0,233.0,1,0
29.6,735.0,1,39.0,217.0,0,0
50.4,573.0,3,46.0,377.0,1,0
35.1,533.0,1,38.0,554.0,1,1
35.0,629.0,0,44.0,277.0,0,0
52.3,473.0,1,35.0,240.0,1,1
36.8,613.0,3,37.0,467.0,1,1
14.9,586.0,2,34.0,151.0,0,1
22.4,577.0,2,26.0,506.0,1,1
48.9,581.0,1,54.0,339.0,1,0
23.0,539.0,0,28.0,483.0,0,1
10.0,554.0,1,22.0,345.0,0,1
34.4,533.0,3,29.0,206.0,0,1
29.4,624.0,1,27.0,247.0,0,0
18.9,606.0,1,33.0,252.0,1,0
57.7,556.0,2,23.0,414.0,1,0
52.5,647.0,2,40.0,276.0,1,0
29.5,643.0,0,66.0,328.0,0,0
20.9,759.0,0,39.0,262.0,1,0
13.3,681.0,1,47.0,470.0,0,1
35.4,598.0,4,28.0,390.0,1,1
10.0,505.0,1,37.0,394.0,0,1
46.1,623.0,0,40.0,274.0,1,0
18.8,493.0,0,56.0,284.0,1,1
29.7,659.0,0,54.0,185.0,0,0
25.0,572.0,1,54.0,135.0,0,1
35.5,710.0,2,47.0,445.0,0,0
25.9,502.0,1,21.0,378.0,1,0
44.1,595.0,0,36.0,304.0,1,1
13.4,619.0,2,32.0,479.0,0,1
36.4,544.0,0,42.0,458.0,0,0
26.8,725.0,1,62.0,208.0,0,0
33.2,850.0,1,38.0,178.0,0,0
20.2,693.0,3,43.0,224.0,1,1
33.2,527.0,0,33.0,453.0,0,0
31.2,502.0,2,60.0,301.0,0,1
45.5,572.0,0,33.0,431.0,1,0
44.7,585.0,0,33.0,447.0,1,0
26.0,559.0,0,44.0,394.0,0,0
58.6,480.0,1,31.0,349.0,1,1
26.4,646.0,1,51.0,515.0,0,1
28.9,556.0,0,46.0,258.0,1,0
39.1,627.0,1,21.0,394.0,1,0
18.0,821.0,0,33.0,130.0,0,0
33.0,431.0,0,45.0,287.0,1,1
26.1,594.0,1,46.0,455.0,0,1
24.0,605.0,1,34.0,330.0,0,1
43.0,600.0,1,36.0,414.0,1,1
69.2,594.0,2,32.0,263.0,1,0
34.0,621.0,1,30.0,256.0,0,0
56.1,497.0,1,27.0,312.0,1,0
32.4,599.0,0,30.0,406.0,1,0
31.2,553.0,2,42.0,277.0,1,1
24.0,502.0,3,26.0,368.0,0,1
52.8,569.0,0,37.0,286.0,1,0
7.8,434.0,0,52.0,258.0,1,1
17.2,366.0,1,44.0,528.0,0,1
41.5,618.0,0,50.0,337.0,1,0
25.6,556.0,1,38.0,236.0,0,1
48.7,619.0,1,46.0,221.0,0,0
32.7,668.0,0,21.0,244.0,0,0
21.0,722.0,1,21.0,411.0,0,0
16.3,663.0,4,33.0,596.0,1,1
24.4,661.0,0,25.0,300.0,0,0
14.3,599.0,1,28.0,499.0,0,0
32.9,721.0,1,39.0,164.0,0,0
42.4,525.0,1,38.0,319.0,1,1
31.4,563.0,1,25.0,321.0,0,0
49.8,480.0,0,43.0,337.0,0,0
18.5,632.0,0,40.0,283.0,0,1
26.0,552.0,0,34.0,337.0,0,0
15.3,635.0,0,31.0,238.0,0,1
27.2,626.0,1,53.0,267.0,0,0
44.7,784.0,2,48.0,432.0,0,0
34.0,517.0,0,41.0,192.0,0,0
26.8,610.0,0,35.0,241.0,0,1
30.6,588.0,2,42.0,403.0,0,0
15.3,723.0,3,43.0,425.0,0,1
23.9,576.0,1,24.0,332.0,0,0
41.3,484.0,0,29.0,296.0,1,0
41.5,451.0,0,44.0,402.0,1,0
11.9,603.0,2,37.0,300.0,0,1
44.9,714.0,2,44.0,415.0,1,0
44.2,587.0,0,32.0,109.0,1,0
34.3,672.0,2,40.0,193.0,1,0
28.0,594.0,1,35.0,580.0,0,1
17.7,533.0,1,28.0,162.0,1,1
17.8,710.0,1,35.0,308.0,1,1
29.4,402.0,0,54.0,189.0,0,1
30.0,552.0,0,38.0,276.0,1,0
39.8,615.0,1,32.0,337.0,1,0
52.6,513.0,3,42.0,327.0,1,1
37.4,628.0,2,40.0,422.0,1,0
3.5,685.0,3,21.0,269.0,0,1
37.7,585.0,2,48.0,133.0,1,0
22.9,571.0,1,35.0,318.0,0,0
36.5,564.0,0,52.0,460.0,1,0
53.5,540.0,0,39.0,202.0,1,0
16.3,590.0,2,39.0,274.0,1,1
43.7,563.0,1,39.0,600.0,1,1
63.6,581.0,0,36.0,311.0,1,0
21.4,835.0,1,44.0,305.0,0,0
33.0,526.0,0,46.0,282.0,0,0
38.1,621.0,3,57.0,249.0,0,0
43.2,612.0,2,31.0,397.0,1,1
20.8,781.0,0,38.0,443.0,0,0
29.4,511.0,0,21.0,336.0,1,0
35.8,596.0,1,24.0,283.0,0,0
34.2,536.0,0,24.0,317.0,0,0
19.7,623.0,0,38.0,295.0,0,1
22.4,691.0,0,28.0,124.0,1,0
14.6,533.0,3,41.0,138.0,0,1
64.9,580.0,2,24.0,308.0,1,0
27.3,676.0,1,29.0,206.0,0,0
75.4,600.0,1,32.0,188.0,1,0
48.3,605.0,2,44.0,339.0,1,0
46.6,529.0,1,48.0,462.0,1,1
44.6,736.0,2,41.0,137.0,1,0
55.0,561.0,4,47.0,231.0,1,0
25.5,575.0,0,36.0,335.0,1,0
72.4,573.0,1,25.0,396.0,1,0
38.5,687.0,0,31.0,324.0,1,0
29.4,705.0,1,42.0,340.0,1,1
44.5,583.0,0,49.0,314.0,1,0
